"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Granularity","Medium-Low",0,0.0506083770754713,0.0230024149000632,0.0782143392508793,5.34683078705633e-05
"Granularity","High-Low",0,0.128732753779008,0.10305571842631,0.154409789131706,6.72650823929644e-12
"Granularity","High-Medium",0,0.0781243767035364,0.0472465648794379,0.109002188527635,1.06151835099766e-08
