"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Complexity","Design-Intensive [2]-Simple [1]",0,-0.00162056357920126,-0.0286982490858372,0.0254571219274347,0.989193424509314
"Complexity","Complex [3]-Simple [1]",0,-0.0750155654129726,-0.101633174241541,-0.0483979565844037,1.58601132227432e-10
"Complexity","Complex [3]-Design-Intensive [2]",0,-0.0733950018337713,-0.103201500018426,-0.0435885036491169,2.70940107016671e-08
