"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Granularity",2,5.17103943282801,2.58551971641401,69.2501792593867,1.142090518294e-29
"Residuals  ",1747,65.2258664581437,0.0373359281386054,NA,NA
