"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"Type.of.Adopter","Individuals [2]-Firms [1]",0,0.0610258714415731,0.033504851661967,0.0885468912211791,6.61673093316217e-07
"Type.of.Adopter","Both [3]-Firms [1]",0,-0.0543849963486419,-0.0822746408217833,-0.0264953518755004,1.52558172832329e-05
"Type.of.Adopter","Both [3]-Individuals [2]",0,-0.115410867790215,-0.140956950956992,-0.0898647846234378,6.75515199333176e-12
