"Comparison","Z.Statistic","P.value","Adjusted.P.value"
"High - Low",9.59012607966985,4.39887199043648e-22,1.31966159713094e-21
"High - Medium",-0.198043938798604,0.421505343154061,0.421505343154061
"Low - Medium",-9.14154588259381,3.0782936044533e-20,6.15658720890659e-20
