"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Complexity ",2,1.97552992281772,0.987764961408862,25.2205595570668,1.59219403051031e-11
"Residuals  ",1747,68.4213759681539,0.0391650692433623,NA,NA
